"id_cliente_enc","n_tickets"
"013518a2ac12c0ec7f11ac89ebd2d5ba",2
"01369e9d36628c742dc319bbf0a88259",1
"013a1a00658ea40e951961e910e6e4db",13
"01400d0edda2774f46732259da9340d7",1
"01426e3fbf6f4d20c8c4b255fc695b14",4
"0143b31be5c789bd466d628918b0c0a9",7
"0143ffcceeaaff51b02d66d64e5057bd",9
"01446b52c1075ced44b5161236380480",3
"0144fe9e05b99706a88984fbf0e1b5fa",1
"01461fb2e92672094bde96174899dd1e",1
"014635187859f855633649a0e853940b",3
"0148786245b4a5eb2e6312b63975a0fe",1
"014a667a904721b1eec8941617a37983",5
"014d40a2f3f2a69dcb4b6e1710f2a1b6",4
"015668bde0fe67b5f2b69363df0b8ee4",1
"015674975686150065be65d527d7dc95",1
"0156c5fcd108f029e4eb4d40f1e15847",2
"01597bd49ddea6a772935c29663aa864",3
"01597c5518b2bbb08c4a8ecf81d5f0dd",2
"01599b295eb7a50450ea74b9a82ad693",4
"015b8c00ac1668c3c81f733fc9f0698d",5
"015be0cae058e56a1873b8cd19ce6173",1
"015c40d7c7cf4a005806e7af3988a81c",1
"015cb0e40bdee3fad9d5e8181306747c",1
"015d378bd4d2c42b30a5847da3c8d4d3",1
"015d6818ed811f6acb386b47d9d64671",1
"015debfa4398a9bbb5f8717560d78740",4
"0160c215b086cdcd435db935c37b8a73",2
"0160f36758f314794e86184310316231",13
"0161a124a13a10a36bdfc42004bbe62a",2
"0161ba439d5ae412cdbbfd48ed9bdc7c",3
"016218ff3094a80efea55ec030fcf923",3
"01635985b044035738661d2a98e40af8",1
"016381714f92f72c74c616b02c3b6c4b",1
"016461a2eb3ed80039cc549f0a68e9f7",4
"016523e7292d8ea780644499ac6b6a2d",7
"0166bc5e93e3e140d071fdcb4b7a1e03",1
"0167b70fe0ab2d36c5950962e1bd5966",4
"0168d2fb02405d5a4d697d83a785d5d4",10
"016a3b2687f1e87ec2a384ab2e0dc8f8",5
"016a3c555240e96875145ac82e9e2d2c",3
"016d83958f16b96521f8cd4320a3eedc",4
"016dddc23cc5ffd6ba3862e3079ff7b4",3
"016f1458e3282f8fc752d5820acf33f4",1
"016fbc6e94414ce879b75834d4fc0403",1
"017023f8d806abfaffc481a4b2a7c604",2
"0172f32168ee467a6eb8dc7f3430eb1a",10
"0173279f33124095c2b1c1e0e11ec95c",1
"01734d619251b5b7c5e0c73db0d214ef",1
"01736df0d7b0897565ba955362ddabf4",7
"01739ec6a9f5d91ecc94ea509c50b44a",3
"01747eb404ca0d07ca97f05338feb610",1
"0174b9559db88e4e4defd83548fa63d8",1
"0175f6e65ef5532fb3d09295ca98af67",3
"0177026248d407202ee791b8404c2658",4
"017af3a3f45d24c017220f2f92145da3",2
"017cbedf5937860b274f46945bc7cbd8",1
"017da4b4f9f783557aa4e33b7cbe8783",2
"017ea65830268bd44bf6e5d209e72455",5
"017ec97354fc3b5dd5c7381d432d086b",2
"017efdab151a7d2012c1326f449f10e4",2
"017f6c74b3c7ee24b29be300dc2fc550",5
"0182758e9207c6b64751800028043110",1
"018444236f1205acc203a963a241066d",12
"018491d3892ac934e57db1cfc884227e",4
"01857b9dc90cb1ae64d92e2369ca2d2e",6
"0185fdcfd756a8715b3c213b8134246e",1
"0186bdff091ff215716f7714cc8527ae",4
"0189bbfacd4a0677837175907eeec246",8
"018a30985b136d2a4e1f30c095f2ec42",1
"018b6f180007e76140d2a8b9d9debad0",7
"018dfae11e082f64c4cf812751a5466b",3
"018e9ea4070e4df6b1e3e4137f8f42f0",2
"018f7ffc77915f49b0b6c7e025cae080",4
"018f8506e2f8d2673164c07b0f66d515",6
"0192b25598f5c232db99a05f0481315d",3
"0195a2df8f9286e15cfce0bd9693c8be",1
"0199ec854b2b3d0c285eb34db94c7528",1
"019af1f0b2c89f89ea51a41feb45972d",1
"019cf11509d168b23e915cb441cded0e",1
"019e22e814fba9bf8ba22c57358ae7e3",1
"01a08c56824b59fba0b69b27342efb85",1
"01a1c1079f5e7a9442cff9a5076cc29d",14
"01a21c09e3aa7a7b33f84b2906139031",1
"01a247953015c71aa8b2d17fa8fe94b2",1
"01a60d17b9ddef63ee7e3d432daf3f9c",1
"01a7a60c5c41646abf905002b5743494",1
"01a8b4783ff1f37288e8213b029a4ed4",1
"01a9c296e09abf03734f86e91ef72bc9",12
"01ae848110251a33a74328e79393f608",1
"01ae904a65d6e70d3c09ff3eb00ee7a9",5
"01af3905e8590efd1b2b4fbdda9ed93d",1
"01b19e93c09cab04f5aaae3c95560597",1
"01b241d31f5cb00108a6114e5f276223",1
"01b407186e965bc810f816ed18742dbc",4
"01b54d9bf91fe460669778a9e0fde857",2
"01b87c2f70c8806206d61929c5dae86a",1
"01b9cd10336b29c0695a959606e7ed3a",3
"01bb622bd54c8b6b4b643a8336e58f53",13
"01bd469da2ad05b45e23142072253c12",1
"01bd5a51c0b7e6d836b54358713aaf9c",1
"01c0c56d49b48bebba920628066d4824",3
"01c16171c74e46cd242217963baf100f",7
"01c268cd65305f00ae691903f30ffe98",1
"01c37cdf5f284c4aab2c8ca8c77eb3f8",4
"01c3a379e029f541cc580dc1fddb0e8f",1
"01c733b4501e434b78e0bf6a678440fe",2
"01c90cb0a557f60d7f8d49dce936a1c4",17
"01ce2e65f0324eab16087c4e41d8808c",4
"01ce81eb415488a641554906594ef949",1
"01ce929a1491a5b58e27a025c1ce3665",7
"01cfa36d3f53e51434df7b22fa9ac047",6
"01d12aa9b55edb6518fefec5737763d0",4
"01d218aadad730fa56a7ce1d483ea8a1",6
"01d7b2b9880d87cca390088adf7cc829",3
"01d81f945ed2c620f5570410e9a1b0e1",1
"01d87a8dec57e4f945945416646539f6",1
"01d87e6d090f4d8e3b8fc3662e0e69a3",1
"01d8ad78d095adcb1867f4abe60f3c2a",1
"01d8cff2d368b1d6f21d7b7f23cf2280",1
"01d98d320fce8bd88a6800676ac97278",2
"01da301552bf05066725bb2261508150",3
"01dbdbc27b4904cf9d26978409fad3b4",1
"01dca03dbbb94312ffeebaa7f8596855",7
"01dcb64394eed4d1f9e3e3dd736c341e",5
"01dcc33f2185cf4b3b780fe20388d215",2
"01dd91e8bc8ce8aa6215b98c997616ab",2
"01dd96fdf225fe12fd15448ec31fe142",1
"01deaf75c91b7b262cc6da19bdbaf2d4",1
"01dfb107e6ae4fea7231108d9a87b6c3",2
"01dfda7bb3b0af2569ac1ce10cb0eb08",1
"01dff2de0f1bda0d6a4d7d9c324c1452",2
"01e201c147ba4a58df19468036e2048f",4
"01e60628e0b0ced3cb6227ad9d59f92c",12
"01e72668e571dbc6a1c8c08bc46c9887",1
"01e7f5245299bdbe4fc49c6f182048bd",1
"01e886a01b075fe1a5970e442c4e7817",2
"01e9717d493dae120363ca9a8df6affa",3
"01e9dec935b9cd32d494c14a682cf72c",2
"01ea4b53adae003d2d7451c65ae5ea9e",3
"01ed1caed0c89ef6fd2f4a7b71ddff3c",2
"01eee73ab8d528c94552ba07fdcbd23c",1
"01f20007e6eda24402213967b516305f",2
"01f2bc4014030805aab677e5a05b43d2",2
"01f42c0b96bb14286cdf6beb20bbf76f",4
"01f48b5d7a3d04f71683f6cfa6a2631e",1
"01f538058225c3293b0058d9dda3221c",6
"01f53c2e41b37acd0f0f49d504ec8e70",11
"01f89c9273cd4d1c16e84265b2a342fd",2
"0202db1be6c97c7aa12174e2555b77ac",2
"02062c58dc38bbc67f88e3b314f45742",3
"0207b742b9fa30cfd656351a745a1a82",1
"020896434583f2160339b9e20c0c424b",3
"0208b2566a5760db57b63f74edc32f8b",2
"020908c019d48753b8efc443ebe247be",4
"020914cd34c55f46673a4c85a6a510a2",1
"0209a173a5032a016de658b78bebe1ff",1
"020aea392659955d53764b742105ffb1",6
"020dcd38222eb51265ff9086dfa18f50",1
"020f265a8c58dc786623b0ce3c7a9354",1
"020f7628b5fed5479eef29e9f6cd4eb2",1
"020fe3c0b8eded2d501a3f727a948dc8",1
"021106ad9457c59fb08950ed482db228",4
"021130f2cb0b48a1ec4dc31fd95e528d",1
"02113500be890cd3f4d0ed7881f260b5",15
"02116948fdaac231e31448ca0be1fb34",1
"02116a416d3aa8456c93e12d53672a4d",6
"0213d1ac8383cee0460d49fc93e315b3",1
"021444327a21e32bde4c6513eaeca892",5
"021641fe57b40f45a99f901dbf5fdc47",8
"0219648b555ead892fc43d0255696d76",6
"021ae55108749ef2420b0fb8ca5f28ca",3
"021c3f4713f090bb86dd5ee9cc210018",1
"02204680676e91e797650418e664b1d9",4
"022053d5ea18b49be9c25c7312e1e5ae",2
"0220e3b87adea7a9d74c0e5765aeae12",9
"02236575bc8225955cb1ff2f7e3d4b4c",7
"02248a68a2c42040765a3521a3f224dd",2
"0224fea4f86ca43c28e44cbce8c3fa5c",1
"0225be8593176cc536d207b9472e556d",2
"0226597d999fe50ce62a687b1eb2655b",5
"0226b5b8372bf056d314f1257933106c",2
"022779392062a416417b037da7170c7f",1
"0227af82202bf267a1e0af5984ef8ce1",1
"0227fed17eead41ff28aa42378e16bd8",1
"02295ec5cb4a68b8351136337e527331",1
"0229a45f44ab0c7c137c32c27138c415",2
"022a2f6f1eca2dba8b4755687aa682fc",7
"022d1f15341f12515f50fcc4dfe5cd70",2
"022fc3bdf08b3e4ed9a6e1beaaf95cc6",1
"023042c5980fa615f1974a3150490b8d",1
"0230dcbdb6e7d3a49dcc8a3b9d209678",1
"02315c579e26e580df04f785b76a0fc6",1
"02318fdc10c7b29649329fbecc389684",12
"023311c8c7668dae069dea0334fb8ae7",6
"0235454d22eb99d3dc7477221d659b3b",1
"0235953ad7a5dfaa348a6db4337cb3de",1
"02367c6b93886be682330459697b0292",1
"0237be24a74d8838f4fa0c843997b4ee",1
"02391630963d2908e51662cdd690c402",3
"023a5c62362eea1d8783f82c13300f14",2
"023b72f0b9fa53cd175a7cc88dd8f77a",1
"023c9bb68b6527dd26102bcbf27802b7",6
"023d9e9e1c910454e85bd40474e574b2",4
"02400d1e6f992b44be16901375f87ba1",4
"024114e0a4e0f086a65a43f14b5d6af9",2
"0241473bfad8fa22272225708c1d814d",3
"0241c04d48fff8f1a99ae16df87d7216",5
"02425f5a40849aa0338b328da310d650",2
"0246b39b0d9abd45668680f3fe28b799",1
"02486d4a32390ae3e33ec8530574a037",3
"0248894ea490eedb7cf1d3cb58e308f8",2
"0248ffe9cca5639209305eb77986ca46",3
"0249d2531b3b8b566abf7ba16e05d5ee",13
"024a4545ba2d605b2fa15b24c5610f9e",6
"024be805fdb152a0d6da8e6ce325e949",2
"024c38176ba53c57a61011e5cfcf8613",3
"024c984cd168f9ca1a36b55c814245fc",11
"024e8c717e0209863d9717743751c5fa",1
"024f02a0220b9f19db46272c5b742a7c",4
"024f82a2270e7cfe83640e935a587161",1
"0250f4735c38f879d1cf30ecb1fb853a",6
"02546ced3b48e5242a02a91e7f56318c",1
"02548ceef5d9eaca7455c99667aa1bb4",2
"0256768dd2f0f691320971f7cc5c0fe3",2
"0257834acf2245da07506ac019d9aeba",1
"0259d9c5911655c017f811f52d2b1487",8
"025aba266fd3acfc735482c5ea8bb560",1
"025af887c8866efa794e1bd4ab753d50",1
"025db9b33a2748e2382164325e01cfd2",14
"025fadaca239339e929c0186f673b2cb",1
"026032e0bf579ce61729dc512a415d18",6
"02609de2e5cd2824e2cf15e998a9a3cc",7
"0260af8aee60d460d1d3f5f49d2dc697",1
"02610ee098fdccf4bff7faebd8096e13",7
"02636fce66b944d675d32b09ed8389e6",12
"02639e6eedf53e008650532fcc67c605",1
"026425bea76a9f7488f1724ede4388ed",7
"02659f7ccd064d31df08243e2b49dfb7",6
"0268ce6f9a718bbe6362428aee1ad6a1",5
"026bb13909bbbef126d5b111a4c9a46d",1
"026bd54695364537bd53760c6ad0cc95",7
"026c9f825a08d954a6226734417344e6",5
"026f9dd665dfb3a14c0bb1d061861c02",2
"02716f79bfa2dc3c579be2efc87b3f1d",1
"027299947c42d3b84f37c08edf083224",1
"0272db3ca5d45faa9ff714122142f8d7",12
"027338b970b312651e08244a3ae0b6ec",1
"02745f7d1837e132d2f3014861a028a9",5
"0275e8122ce4ed2571163a7ba85257cb",3
"02763e76efc4630a2be10c19be0cc128",3
"027722f357390f8b7ea32ebe0d696a1d",1
"02781562bb204fc114a97188381ec133",1
"02798a3b159bf3cc62891dd8bcb7fa25",8
"027adbfbcd07250beec7d6733a2200d1",2
"027b1cd8b8d5f68d98d061dba5c4f750",1
"027c1ea056fb3189dc78918da3bd6342",2
"027e50d6ce86da94c72535de2bc9513e",5
"027ee83a464d6f9960bae4a132889dc0",3
"0280f26a2ae9490c08102b7651f9c7a0",8
"02853ec9e41d862de6e05201ba1ff651",7
"02855559d24aef4515afb23c36e7082b",1
"02858cf293ec6f85551e132fed5bb4e0",3
"028908dac32cd1cbb8df369a6ba89296",1
"028bf17d4a7df45e30177ecaa51ab468",9
"028c1c6d631b2478b1b61456b2ac1849",4
"028caf00478f7119082994a7f1b309f6",4
"028e374093690191ca4ea24e56da53dc",1
"02911887ec4f41a485d75b325785bb96",2
"02919dd5d21aa2c38045b6e7902399e3",1
"0293c5cfe5e3f336731a6f3709d0f557",4
"02960bd19b4179386088cb23b4df29c9",2
"02969bd3c06c3e861cdca7487a09ac7e",3
"0298d2e165df35d14ab870bf6bebc668",1
"0299ce6ed2575e83f803026b72c79f29",3
"029ab50e0a6c7e2bad99e666e979e618",11
"029b31a17172f24ad496990f2dbd15bd",2
"029d363f578feac62ae5b54a6c293c5a",1
"029f95806f85387e96c4b4477032dc2b",1
"02a33acdb21abea3700e552be27e76ee",3
"02a34e603b8409ce54fb5dcd98b2ed07",8
"02a3c1461203a33dc6a9f7d18517d279",2
"02a5cfe8cb6eef10fd29d5fb3e3155c1",1
"02a85c1a74a0a962c88a5c03d2113030",1
"02aaeb937f70bfcbe668245abb238004",1
"02abaf7b7c62daa18c673f44be9f1eb3",3
"02acb59a2e41cbe34d5ec11d59e3fe1b",5
"02ad0f13555bd8552458eea9d2f7b7a5",1
"02b572f63c38920f89ebfd4ba4f21696",2
"02b65f64522f7eb9c9fb2bc513a5a3df",7
"02b67673cc4adfa24b2a834c660e821d",1
"02b7d70e0db65f0b46ecb808a5d6c53d",1
"02b87716b8d4a91a48d9c27323649a05",1
"02b96f6c45f1ae8e556fdc27d8510b15",6
"02bc124234e820425ef0d28f9ba98963",9
"02bcfe5d4bff369678cf97ad7e7710b3",2
"02c112b6f00a8199c0a3e6a66a353cea",1
"02c74b0608420816cc0f56fdbc9dd77d",2
"02c93169669814ef137629d13fb6a83b",2
"02cdbcd836334fc7af94b4c692baae09",1
"02ce82769f81f154f96c00f115d7c09b",1
"02cf05c759f7fd6badff0888a34d219f",4
"02d02b16a2b17028fb0e69265ab2efaa",17
"02d063daabc815b560d0fa1be872cb43",3
"02d0e16fce6fa57d2451f8a0f3d719cf",4
"02d2733509b3f7b9ef8eb6562d9cc77b",1
"02d71f520346a1db67c69c744d8b989b",1
"02d93e7e745edc8010ea92cb4eb873b2",6
"02d9a9314ed6d68d3fd76c6d53cb4ab2",2
"02db84bcbd1117be7353bc517cda911a",2
"02dc2a740aa80e90155468942e525f80",11
"02ddfa2b01c516b6b66924bbed3dad37",3
"02e073526c47f94fd4a1d1d48e1da31e",3
"02e3cacb2ba20f04aa9168436bf1328b",1
"02e44596631077f4a23291842168333a",2
"02e5d00220882284574ec6c2d899494b",8
"02e6df17a948be152d6222eddd64dcb9",4
"02e7729c39af023037d6668521531a3a",7
"02e9d47b471b0ba97dba362f5cde3095",6
"02ea81b5494822b25cf29aeff142026a",1
"02ebf0f66d9eb0741d1206ba2d40941e",2
"02edae2f3bcb67b07a507e1978d6386a",5
"02edf57d306605a7eccfe21f41194c97",3
"02ee9965cade8a20a4149a5b044fc568",1
"02f07398b5bb0e64a701fcd25ef42ba5",1
"02f1a362c3fa233a56ce86f8a482bbaf",2
"02f382162d6b377b5e206be3794f9b20",3
"02f7f390651babd24e0c8edc34715563",1
"02f8c4841cae59412bf9ed9d6191b04a",2
"02fa0d8be5c017d6debd569685496013",1
"02fd6d39a859c12d18ef374fc3f9f65f",1
"02fe2ea01ff5b39f960358eda789206e",1
"02fe33e77551df09f510f46aa208c51c",2
"02fe77f345b82fcd0031916deaaf8131",1
"02ff35f66fbce784407a01b0fdd7c8db",1
"02ff5edaa057b63ea0a0010c5402205c",1
"02ff8a954bd520a1efeb2482c3547c14",2
"02ffcb0efb4ab92558ac5e73e8635068",2
"0300fb8190feef124d7f8236cb66dc22",4
"030113f7bc0fd37d3488d8cb481be341",4
"030192b34ceb515936c9b3558bcf56e8",6
"0303090db4481ed41c45afccda9b8de6",3
"0308fb87556476aa63e6a3e1c75b1065",1
"030968216f92b92e60a2babe2c3f3700",1
"030deb3cd885ba3d7d34f029d695ff2c",1
"030ff423a24f005d3e5e2113caf6f1a8",2
"03138b9bc68531411bd606d238ede7f4",3
"03139dce41183df982a56317075a8cb2",1
"0313e0a02d017812b4347883c59843a1",1
"0315ea00e04d72abe64a878a3863a3b9",3
"0316bdb9c4372b80ad4ea5f3d8dde17b",1
